YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,condition,updated
2011,163,142,63,45,39,37,49,33,34,35,58,123,821,003,"1 June, 2020"
2012,263,217,212,185,138,95,72,82,47,81,60,87,1539,003,"1 June, 2020"
2013,195,146,154,173,181,148,227,164,117,118,85,130,1838,003,"1 June, 2020"
2014,257,239,161,167,190,164,132,88,63,71,82,107,1721,003,"1 June, 2020"
2015,267,272,191,185,143,97,103,79,85,98,86,108,1714,003,"1 June, 2020"
2016,237,197,315,305,208,195,195,141,103,122,113,107,2238,003,"1 June, 2020"
2017,189,135,99,90,80,72,90,57,53,119,76,76,1136,003,"1 June, 2020"
2018,156,45,57,50,77,73,86,48,44,104,99,93,932,003,"1 June, 2020"
2019,158,134,124,140,179,121,151,96,82,101,105,71,1462,003,"1 June, 2020"
2020,68,47,68,5,0,0,0,0,0,0,0,0,188,003,"1 June, 2020"
1991,0,0,0,0,0,0,0,0,0,0,1,0,1,009,"1 June, 2020"
1992,1,0,1,0,1,1,0,0,0,0,0,0,4,009,"1 June, 2020"
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2001,0,0,1,0,0,0,0,0,0,0,0,0,1,009,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2011,0,0,0,3,1,0,0,0,0,0,0,0,4,009,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,009,"1 June, 2020"
2013,0,0,1,0,0,0,1,0,0,0,1,0,3,009,"1 June, 2020"
2014,0,0,0,0,0,0,1,0,0,1,0,0,2,009,"1 June, 2020"
2015,1,0,0,0,0,0,0,0,1,0,0,0,2,009,"1 June, 2020"
2016,1,0,1,0,0,2,0,0,1,2,1,0,8,009,"1 June, 2020"
2017,1,0,0,2,1,0,0,1,0,1,0,2,8,009,"1 June, 2020"
2018,3,1,0,0,0,0,1,1,1,2,2,0,11,009,"1 June, 2020"
2019,1,1,0,0,1,0,1,0,1,0,2,0,7,009,"1 June, 2020"
2020,1,1,1,0,0,0,0,0,0,0,0,0,3,009,"1 June, 2020"
1991,3,5,5,7,6,9,3,9,6,7,10,2,72,010,"1 June, 2020"
1992,3,5,8,10,8,6,11,7,4,5,8,7,82,010,"1 June, 2020"
1993,2,9,3,7,4,6,5,5,9,10,4,7,71,010,"1 June, 2020"
1994,11,16,10,8,12,5,7,11,16,10,10,5,121,010,"1 June, 2020"
1995,12,14,7,3,6,7,3,5,8,7,9,8,89,010,"1 June, 2020"
1996,7,8,4,7,4,5,2,2,7,4,2,7,59,010,"1 June, 2020"
1997,2,2,5,5,2,3,6,4,7,8,5,4,53,010,"1 June, 2020"
1998,8,2,3,3,3,2,4,3,2,1,2,3,36,010,"1 June, 2020"
1999,4,0,2,1,1,0,3,3,1,1,1,0,17,010,"1 June, 2020"
2000,6,0,1,1,4,3,2,0,0,3,0,2,22,010,"1 June, 2020"
2001,1,0,6,3,4,2,5,4,2,2,2,1,32,010,"1 June, 2020"
2002,4,2,1,2,2,1,0,1,0,2,1,1,17,010,"1 June, 2020"
2003,3,3,1,3,0,0,1,1,1,1,0,2,16,010,"1 June, 2020"
2004,2,0,0,1,0,0,1,1,1,2,1,1,10,010,"1 June, 2020"
2005,0,2,3,2,0,0,0,1,2,1,1,1,13,010,"1 June, 2020"
2006,0,0,0,1,1,2,0,0,1,0,0,1,6,010,"1 June, 2020"
2007,0,2,0,0,0,0,0,0,1,0,0,0,3,010,"1 June, 2020"
2008,0,1,0,1,0,0,0,0,0,0,0,0,2,010,"1 June, 2020"
2009,0,0,0,0,0,1,0,0,0,0,0,0,1,010,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,1,0,0,0,1,010,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
2012,0,0,0,0,0,0,0,1,0,0,0,0,1,010,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
2014,0,1,0,0,0,0,0,0,0,0,0,0,1,010,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,010,"1 June, 2020"
1991,39,17,10,13,2,1,3,1,6,4,2,3,101,001,"1 June, 2020"
1992,3,7,3,2,8,5,1,2,2,4,2,3,42,001,"1 June, 2020"
1993,3,4,5,28,20,5,7,3,0,2,2,1,80,001,"1 June, 2020"
1994,0,1,3,0,0,1,1,1,1,0,1,0,9,001,"1 June, 2020"
1995,2,2,1,0,4,1,1,2,4,0,0,1,18,001,"1 June, 2020"
1996,1,1,1,1,0,1,0,0,0,0,1,0,6,001,"1 June, 2020"
1997,3,2,1,2,0,0,1,0,0,1,1,2,13,001,"1 June, 2020"
1998,7,6,5,7,6,0,6,1,7,6,7,17,75,001,"1 June, 2020"
1999,8,22,13,1,1,3,1,0,1,0,0,0,50,001,"1 June, 2020"
2000,3,10,11,11,3,2,0,1,1,1,0,0,43,001,"1 June, 2020"
2001,1,4,5,3,6,3,4,0,3,0,1,0,30,001,"1 June, 2020"
2002,1,2,2,2,3,1,0,0,2,1,1,1,16,001,"1 June, 2020"
2003,1,5,3,1,1,5,10,6,2,9,3,6,52,001,"1 June, 2020"
2004,12,14,14,5,2,1,5,1,3,1,6,2,66,001,"1 June, 2020"
2005,0,2,7,2,2,4,1,4,1,0,2,2,27,001,"1 June, 2020"
2006,4,4,6,1,4,4,0,0,4,1,2,0,30,001,"1 June, 2020"
2007,2,3,1,3,1,1,1,1,0,0,0,2,15,001,"1 June, 2020"
2008,0,1,4,1,1,0,0,2,0,0,1,1,11,001,"1 June, 2020"
2009,1,0,1,0,0,1,0,0,1,0,0,0,4,001,"1 June, 2020"
2010,0,0,2,0,0,0,2,2,0,4,2,2,14,001,"1 June, 2020"
2011,1,1,0,1,0,4,1,2,2,0,0,1,13,001,"1 June, 2020"
2012,1,0,1,1,2,0,1,0,0,0,0,0,6,001,"1 June, 2020"
2013,2,0,2,0,2,1,3,4,0,1,0,1,16,001,"1 June, 2020"
2014,1,0,8,7,1,0,0,0,1,0,0,2,20,001,"1 June, 2020"
2015,1,0,4,0,2,0,1,0,0,0,1,2,11,001,"1 June, 2020"
2016,20,19,14,6,9,4,9,9,11,8,5,2,116,001,"1 June, 2020"
2017,6,0,2,2,1,3,0,1,0,2,0,0,17,001,"1 June, 2020"
2018,0,1,0,0,1,0,1,0,1,1,1,2,8,001,"1 June, 2020"
2019,0,0,0,0,2,0,5,1,1,0,2,0,11,001,"1 June, 2020"
2020,1,2,4,2,2,0,0,0,0,0,0,0,11,001,"1 June, 2020"
1991,183,211,215,264,215,158,261,239,245,339,318,255,2903,011,"1 June, 2020"
1992,263,251,320,296,294,308,298,231,323,311,284,277,3456,011,"1 June, 2020"
1993,320,298,398,314,277,231,209,273,219,218,265,264,3286,011,"1 June, 2020"
1994,277,282,337,287,290,275,231,243,241,259,300,276,3298,011,"1 June, 2020"
1995,319,279,276,292,291,298,235,273,233,280,275,319,3370,011,"1 June, 2020"
1996,312,315,333,413,425,306,362,352,335,356,373,316,4198,011,"1 June, 2020"
1997,449,412,419,598,498,413,365,323,393,347,339,374,4930,011,"1 June, 2020"
1998,493,429,485,533,496,433,456,459,421,436,453,488,5582,011,"1 June, 2020"
1999,548,493,490,513,504,440,404,458,426,407,488,410,5581,011,"1 June, 2020"
2000,630,472,579,484,616,505,453,482,464,413,399,360,5857,011,"1 June, 2020"
2001,669,474,571,502,564,517,522,505,488,548,504,395,6259,011,"1 June, 2020"
2002,678,518,523,556,607,506,533,497,547,495,534,504,6498,011,"1 June, 2020"
2003,614,611,574,574,631,510,581,500,570,559,492,562,6778,011,"1 June, 2020"
2004,550,567,686,662,685,578,599,537,546,566,620,567,7163,011,"1 June, 2020"
2005,685,614,745,772,679,592,589,669,649,726,738,613,8071,011,"1 June, 2020"
2006,800,751,851,755,906,734,650,661,617,638,656,588,8607,011,"1 June, 2020"
2007,732,605,681,635,832,640,548,586,570,659,558,588,7634,011,"1 June, 2020"
2008,620,652,671,735,711,703,607,561,573,654,620,564,7671,011,"1 June, 2020"
2009,643,708,837,767,719,737,568,579,641,663,663,744,8269,011,"1 June, 2020"
2010,876,820,851,867,896,883,795,929,834,960,855,755,10321,011,"1 June, 2020"
2011,979,900,1061,908,1165,1003,869,1051,949,1053,1121,1028,12087,011,"1 June, 2020"
2012,1217,1230,1157,1154,1250,1114,1076,1118,1043,1271,1271,1062,13963,011,"1 June, 2020"
2013,1350,1255,1240,1448,1327,1123,1293,1276,1085,1272,1192,1201,15062,011,"1 June, 2020"
2014,1524,1371,1377,1270,1434,1308,1200,1160,1287,1343,1262,1156,15692,011,"1 June, 2020"
2015,1566,1546,1577,1566,1500,1505,1517,1470,1570,1554,1583,1523,18477,011,"1 June, 2020"
2016,1739,1917,1926,1901,2110,1944,1897,2269,1938,2075,2201,1952,23869,011,"1 June, 2020"
2017,2678,2646,2710,2142,2517,2291,2214,2302,2179,2320,2249,2124,28372,011,"1 June, 2020"
2018,2834,2376,2661,2448,2800,2364,2524,2709,2461,2807,2620,2284,30888,011,"1 June, 2020"
2019,3220,2842,3000,2686,3104,2587,3048,2835,2678,2887,2804,2575,34266,011,"1 June, 2020"
2020,3557,2956,2896,1967,1479,0,0,0,0,0,0,0,12855,011,"1 June, 2020"
1999,0,7,3,0,2,0,2,0,0,3,2,4,23,055,"1 June, 2020"
2000,1,1,2,2,0,0,0,0,1,2,2,6,17,055,"1 June, 2020"
2001,0,0,1,0,0,0,1,0,0,0,0,1,3,055,"1 June, 2020"
2002,2,0,1,1,1,1,0,1,3,0,1,2,13,055,"1 June, 2020"
2003,2,1,2,1,1,0,3,0,0,0,1,4,15,055,"1 June, 2020"
2004,2,0,1,0,2,1,3,0,1,2,2,2,16,055,"1 June, 2020"
2005,3,1,0,3,0,1,2,1,1,1,1,6,20,055,"1 June, 2020"
2006,4,1,0,0,0,0,0,0,0,1,4,4,14,055,"1 June, 2020"
2007,5,1,1,2,1,0,1,0,1,1,2,4,19,055,"1 June, 2020"
2008,2,3,3,4,1,1,2,2,2,1,4,7,32,055,"1 June, 2020"
2009,1,1,1,3,2,2,0,0,0,0,0,3,13,055,"1 June, 2020"
2010,3,0,1,0,0,1,1,1,1,1,0,0,9,055,"1 June, 2020"
2011,1,2,1,0,1,0,0,2,2,0,2,2,13,055,"1 June, 2020"
2012,1,4,2,0,1,4,1,0,2,3,1,1,20,055,"1 June, 2020"
2013,1,3,0,1,0,2,1,0,1,0,3,3,15,055,"1 June, 2020"
2014,4,3,2,0,5,0,1,1,2,2,0,1,21,055,"1 June, 2020"
2015,2,0,2,2,1,1,0,3,3,1,2,1,18,055,"1 June, 2020"
2016,3,0,1,1,0,0,2,1,2,0,2,4,16,055,"1 June, 2020"
2017,1,1,5,3,0,0,0,1,0,1,1,1,14,055,"1 June, 2020"
2018,1,1,3,0,2,0,1,0,1,2,0,2,13,055,"1 June, 2020"
2019,3,3,0,1,4,0,2,1,1,3,1,1,20,055,"1 June, 2020"
2020,2,0,1,0,0,0,0,0,0,0,0,0,3,055,"1 June, 2020"
1991,24,17,55,38,68,65,58,65,62,65,33,40,590,012,"1 June, 2020"
1992,35,34,44,22,41,67,46,45,47,36,36,37,490,012,"1 June, 2020"
1993,36,31,46,32,36,25,28,33,21,19,11,21,339,012,"1 June, 2020"
1994,14,12,18,15,16,25,7,12,12,6,6,10,153,012,"1 June, 2020"
1995,5,8,10,5,3,8,2,6,4,5,7,8,71,012,"1 June, 2020"
1996,5,5,4,2,8,6,2,5,4,1,1,4,47,012,"1 June, 2020"
1997,6,4,2,2,3,6,5,4,5,2,1,5,45,012,"1 June, 2020"
1998,2,1,3,2,3,5,2,3,5,3,6,0,35,012,"1 June, 2020"
1999,4,4,2,5,4,5,3,3,1,4,3,3,41,012,"1 June, 2020"
2000,2,0,1,1,1,4,4,4,4,0,3,3,27,012,"1 June, 2020"
2001,1,0,1,3,4,5,1,1,2,2,0,0,20,012,"1 June, 2020"
2002,7,3,1,1,3,7,0,3,1,2,0,1,29,012,"1 June, 2020"
2003,0,2,0,4,2,3,1,3,2,0,2,2,21,012,"1 June, 2020"
2004,0,3,3,1,0,2,3,2,1,0,2,1,18,012,"1 June, 2020"
2005,2,2,3,0,0,1,0,2,2,2,1,2,17,012,"1 June, 2020"
2006,1,1,0,0,0,1,4,1,6,0,3,4,21,012,"1 June, 2020"
2007,2,0,0,1,1,2,1,4,0,1,4,1,17,012,"1 June, 2020"
2008,1,1,3,3,5,3,1,2,1,1,2,2,25,012,"1 June, 2020"
2009,3,2,3,0,2,6,0,1,1,1,0,0,19,012,"1 June, 2020"
2010,1,1,0,1,4,2,2,2,2,3,4,1,23,012,"1 June, 2020"
2011,0,0,3,0,3,2,1,1,1,2,0,0,13,012,"1 June, 2020"
2012,2,1,0,1,0,3,4,1,1,0,1,2,16,012,"1 June, 2020"
2013,0,2,1,2,1,2,3,5,0,2,0,2,20,012,"1 June, 2020"
2014,2,0,1,1,2,3,3,1,2,2,3,1,21,012,"1 June, 2020"
2015,0,1,1,0,1,3,4,2,2,0,1,1,16,012,"1 June, 2020"
2016,0,2,2,2,1,2,1,3,1,0,3,0,17,012,"1 June, 2020"
2017,1,2,0,0,2,1,2,1,0,3,1,3,16,012,"1 June, 2020"
2018,1,1,1,1,3,0,3,0,1,2,2,3,18,012,"1 June, 2020"
2019,1,3,1,1,2,5,4,1,1,1,1,1,22,012,"1 June, 2020"
2020,3,1,0,0,1,0,0,0,0,0,0,0,5,012,"1 June, 2020"
1991,8,10,28,8,7,5,1,0,4,4,6,2,83,037,"1 June, 2020"
1992,1,3,2,5,2,2,0,2,3,4,4,1,29,037,"1 June, 2020"
1993,3,1,1,4,2,1,0,1,3,0,0,0,16,037,"1 June, 2020"
1994,1,0,0,0,0,1,1,0,0,2,1,1,7,037,"1 June, 2020"
1995,1,0,1,0,1,0,3,2,1,0,1,1,11,037,"1 June, 2020"
1996,4,1,3,3,0,0,3,0,1,0,0,0,15,037,"1 June, 2020"
1997,0,0,0,2,1,1,0,0,0,0,0,1,5,037,"1 June, 2020"
1998,1,0,1,1,1,0,0,0,0,0,0,0,4,037,"1 June, 2020"
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2000,0,0,0,0,0,0,0,0,1,0,0,0,1,037,"1 June, 2020"
2001,0,0,0,0,1,1,0,0,0,1,0,0,3,037,"1 June, 2020"
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2006,0,0,1,0,0,0,0,0,0,0,0,0,1,037,"1 June, 2020"
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,037,"1 June, 2020"
1991,87,96,120,152,165,159,241,257,241,328,286,171,2303,038,"1 June, 2020"
1992,157,158,191,174,193,163,140,165,177,183,184,204,2089,038,"1 June, 2020"
1993,188,192,151,158,189,139,139,166,169,154,182,125,1952,038,"1 June, 2020"
1994,182,158,185,143,180,176,155,153,137,127,159,142,1897,038,"1 June, 2020"
1995,176,147,131,105,145,74,84,103,118,134,161,209,1587,038,"1 June, 2020"
1996,250,239,191,170,187,163,144,177,144,133,136,141,2075,038,"1 June, 2020"
1997,263,684,211,199,213,231,229,184,187,247,188,198,3034,038,"1 June, 2020"
1998,287,301,302,283,246,218,196,133,143,148,96,108,2461,038,"1 June, 2020"
1999,126,177,153,115,121,104,130,148,121,128,125,98,1546,038,"1 June, 2020"
2000,119,102,82,89,81,53,61,42,49,51,45,35,809,038,"1 June, 2020"
2001,35,36,33,39,45,40,43,48,56,58,49,54,536,038,"1 June, 2020"
2002,52,48,39,29,36,18,19,36,22,39,19,33,390,038,"1 June, 2020"
2003,28,46,47,28,30,57,33,33,25,37,26,43,433,038,"1 June, 2020"
2004,37,43,27,24,18,38,27,26,18,19,22,20,319,038,"1 June, 2020"
2005,25,34,23,25,38,24,20,46,20,21,24,29,329,038,"1 June, 2020"
2006,37,37,31,25,19,21,21,23,11,26,17,11,279,038,"1 June, 2020"
2007,20,15,12,8,13,18,20,16,7,15,12,10,166,038,"1 June, 2020"
2008,30,23,31,38,28,21,23,21,13,17,14,16,275,038,"1 June, 2020"
2009,17,18,34,102,40,24,24,31,32,116,74,52,564,038,"1 June, 2020"
2010,46,35,20,22,13,14,25,18,22,24,16,12,267,038,"1 June, 2020"
2011,17,12,16,10,12,9,5,15,9,12,13,15,145,038,"1 June, 2020"
2012,10,15,18,15,12,10,9,20,10,17,11,19,166,038,"1 June, 2020"
2013,18,36,15,10,12,21,14,23,8,6,9,18,190,038,"1 June, 2020"
2014,26,39,21,19,11,11,10,21,20,16,18,19,231,038,"1 June, 2020"
2015,24,39,25,11,7,10,9,13,6,12,10,13,179,038,"1 June, 2020"
2016,25,17,13,9,7,10,6,12,5,9,12,20,145,038,"1 June, 2020"
2017,18,20,13,5,6,9,18,16,27,20,32,33,217,038,"1 June, 2020"
2018,39,50,59,54,44,36,25,34,22,24,25,22,434,038,"1 June, 2020"
2019,34,33,32,13,11,15,14,19,12,18,20,25,246,038,"1 June, 2020"
2020,18,21,25,13,2,0,0,0,0,0,0,0,79,038,"1 June, 2020"
1993,19,26,20,21,20,18,23,15,25,16,26,13,242,039,"1 June, 2020"
1994,16,15,18,29,39,18,17,33,20,20,23,17,265,039,"1 June, 2020"
1995,14,27,26,23,25,22,24,16,14,28,25,17,261,039,"1 June, 2020"
1996,24,23,18,26,22,13,12,19,24,20,18,15,234,039,"1 June, 2020"
1997,24,26,24,27,23,19,21,27,23,28,20,20,282,039,"1 June, 2020"
1998,26,30,29,16,18,24,25,16,17,24,21,13,259,039,"1 June, 2020"
1999,27,23,29,31,29,21,22,21,23,25,25,26,302,039,"1 June, 2020"
2000,35,20,36,25,37,34,45,42,41,24,34,32,405,039,"1 June, 2020"
2001,31,31,33,39,41,38,41,32,33,29,30,33,411,039,"1 June, 2020"
2002,33,27,44,38,39,43,31,38,42,22,30,27,414,039,"1 June, 2020"
2003,40,24,30,39,30,24,30,22,38,33,15,23,348,039,"1 June, 2020"
2004,20,23,26,28,29,15,25,28,26,24,22,18,284,039,"1 June, 2020"
2005,26,29,21,20,19,19,25,16,21,17,18,20,251,039,"1 June, 2020"
2006,19,23,22,29,29,26,27,17,27,20,36,21,296,039,"1 June, 2020"
2007,27,23,30,29,21,26,17,18,27,21,30,22,291,039,"1 June, 2020"
2008,19,24,16,30,23,15,25,25,26,24,19,21,267,039,"1 June, 2020"
2009,20,17,22,30,14,22,18,17,26,21,17,23,247,039,"1 June, 2020"
2010,22,27,27,18,22,17,15,27,20,14,10,12,231,039,"1 June, 2020"
2011,15,15,18,14,18,15,12,18,16,16,22,13,192,039,"1 June, 2020"
2012,16,20,15,14,10,13,18,24,12,18,12,22,194,039,"1 June, 2020"
2013,19,15,16,11,17,16,12,11,15,22,10,11,175,039,"1 June, 2020"
2014,18,17,20,15,22,9,10,15,17,10,12,15,180,039,"1 June, 2020"
2015,12,15,11,13,15,14,13,16,7,10,10,12,148,039,"1 June, 2020"
2016,11,15,22,15,18,12,10,18,12,11,15,12,171,039,"1 June, 2020"
2017,12,19,11,6,15,16,10,13,9,8,12,15,146,039,"1 June, 2020"
2018,7,6,14,11,10,9,12,18,14,7,15,14,137,039,"1 June, 2020"
2019,18,10,16,14,15,12,15,9,10,17,13,12,161,039,"1 June, 2020"
2020,9,8,8,12,6,0,0,0,0,0,0,0,43,039,"1 June, 2020"
1991,205,183,261,453,440,350,562,428,505,383,369,315,4454,052,"1 June, 2020"
1992,467,468,563,428,563,492,619,595,518,634,512,486,6345,052,"1 June, 2020"
1993,494,601,550,563,639,604,564,718,605,592,647,524,7101,052,"1 June, 2020"
1994,453,581,547,516,602,625,440,704,540,568,675,664,6915,052,"1 June, 2020"
1995,572,556,802,409,628,725,587,552,509,657,579,475,7051,052,"1 June, 2020"
1996,601,578,651,585,861,610,663,584,537,660,501,489,7320,052,"1 June, 2020"
1997,474,511,503,618,582,498,591,572,557,557,451,371,6285,052,"1 June, 2020"
1998,433,487,544,411,583,557,510,479,549,525,584,486,6148,052,"1 June, 2020"
1999,308,524,610,548,484,668,522,594,588,522,592,453,6413,052,"1 June, 2020"
2000,488,600,718,536,630,603,535,552,672,618,779,458,7189,052,"1 June, 2020"
2001,628,506,475,763,682,631,785,696,654,667,627,416,7530,052,"1 June, 2020"
2002,584,514,514,568,603,492,577,489,569,563,506,419,6398,052,"1 June, 2020"
2003,470,589,480,467,467,428,519,423,437,462,424,386,5552,052,"1 June, 2020"
2004,356,372,476,535,595,484,475,466,463,448,535,435,5640,052,"1 June, 2020"
2005,447,454,586,560,529,511,503,526,525,506,495,418,6060,052,"1 June, 2020"
2006,449,468,473,375,563,495,488,532,568,520,556,470,5957,052,"1 June, 2020"
2007,585,555,595,515,639,558,598,557,490,563,528,452,6635,052,"1 June, 2020"
2008,509,480,592,544,486,460,598,532,560,515,473,440,6189,052,"1 June, 2020"
2009,369,854,655,553,572,577,552,514,595,594,563,523,6921,052,"1 June, 2020"
2010,504,571,657,471,556,607,630,591,561,533,607,453,6741,052,"1 June, 2020"
2011,458,515,600,488,520,545,546,596,570,506,568,439,6351,052,"1 June, 2020"
2012,502,527,548,439,601,470,555,596,540,576,523,469,6346,052,"1 June, 2020"
2013,498,569,498,588,653,497,642,621,573,597,596,498,6830,052,"1 June, 2020"
2014,478,531,579,493,561,527,570,481,598,569,511,454,6352,052,"1 June, 2020"
2015,459,495,599,475,514,492,576,524,599,564,483,449,6229,052,"1 June, 2020"
2016,475,492,539,541,675,624,504,554,487,498,438,451,6278,052,"1 June, 2020"
2017,468,466,583,457,570,468,456,500,502,517,467,454,5908,052,"1 June, 2020"
2018,418,520,514,471,529,432,542,569,472,560,516,353,5896,052,"1 June, 2020"
2019,434,489,544,476,528,436,507,499,440,519,442,382,5696,052,"1 June, 2020"
2020,421,506,447,304,334,0,0,0,0,0,0,0,2012,052,"1 June, 2020"
1995,7,16,10,3,13,4,2,6,7,7,6,8,89,040,"1 June, 2020"
1996,5,4,3,6,5,6,5,6,9,8,7,8,72,040,"1 June, 2020"
1997,5,7,7,8,11,6,10,8,6,9,13,14,104,040,"1 June, 2020"
1998,21,13,18,19,17,22,23,27,27,29,21,18,255,040,"1 June, 2020"
1999,27,19,43,32,15,26,31,25,22,37,34,26,337,040,"1 June, 2020"
2000,25,45,42,27,38,31,46,35,25,39,30,37,420,040,"1 June, 2020"
2001,38,36,62,30,45,50,44,44,45,41,43,25,503,040,"1 June, 2020"
2002,34,30,30,21,26,36,17,27,23,26,16,17,303,040,"1 June, 2020"
2003,30,30,21,33,16,16,40,38,20,31,33,28,336,040,"1 June, 2020"
2004,26,31,21,19,24,25,25,34,33,27,25,25,315,040,"1 June, 2020"
2005,38,23,34,38,34,28,32,37,30,38,28,25,385,040,"1 June, 2020"
2006,38,41,50,34,39,39,34,26,34,28,39,30,432,040,"1 June, 2020"
2007,23,38,39,22,32,28,43,37,30,31,22,24,369,040,"1 June, 2020"
2008,28,28,28,24,32,27,30,29,33,34,39,32,364,040,"1 June, 2020"
2009,33,24,33,29,46,22,40,32,30,37,33,42,401,040,"1 June, 2020"
2010,31,31,36,38,44,36,23,31,28,24,33,29,384,040,"1 June, 2020"
2011,48,69,54,45,56,47,43,70,45,38,59,47,621,040,"1 June, 2020"
2012,53,66,54,39,75,53,56,70,62,83,54,40,705,040,"1 June, 2020"
2013,64,59,69,50,49,31,52,58,49,60,58,69,668,040,"1 June, 2020"
2014,64,57,46,63,73,63,61,54,62,79,51,36,709,040,"1 June, 2020"
2015,66,64,84,69,71,55,68,71,63,79,65,65,820,040,"1 June, 2020"
2016,74,67,60,57,62,66,55,60,52,63,60,62,738,040,"1 June, 2020"
2017,55,54,45,48,46,58,47,61,45,62,60,39,620,040,"1 June, 2020"
2018,61,52,45,51,57,40,48,41,50,64,57,49,615,040,"1 June, 2020"
2019,58,44,59,52,56,57,70,66,76,88,88,73,787,040,"1 June, 2020"
2020,61,62,50,50,36,0,0,0,0,0,0,0,259,040,"1 June, 2020"
1995,1283,1536,1641,1044,1537,1773,1520,1653,1446,1533,1570,1387,17923,053,"1 June, 2020"
1996,1457,1366,1480,1176,1484,1629,1628,1574,1261,1860,1364,1269,17548,053,"1 June, 2020"
1997,1397,1305,1310,1426,1787,1301,1576,1487,1677,1625,1568,1336,17795,053,"1 June, 2020"
1998,1202,1228,1352,1217,1340,1412,1318,1563,1594,1328,1502,1317,16373,053,"1 June, 2020"
1999,1230,1623,1652,1488,1368,1582,1432,1726,1508,1512,1752,1492,18365,053,"1 June, 2020"
2000,1364,1971,1852,1459,1599,1387,1311,1429,1464,1427,1625,1213,18101,053,"1 June, 2020"
2001,1406,1253,1422,1324,1424,1355,1427,1513,1368,1481,1363,1101,16437,053,"1 June, 2020"
